Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
727,Infobellsrhymes,"Juguetes, Coches y vehículos",14000000.0,Unknown,105600.0,3300.0,0.0,http://youtube.com/channel/UCU_AsfgtKjwR4qaSwgsWn-w
728,GoldminesPremiere,,14000000.0,Unknown,8900.0,168.0,0.0,http://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw
729,DesiGamers_,,14000000.0,India,971100.0,99700.0,2500.0,http://youtube.com/channel/UCuApqv2tNQ73S7gcfrfCSDw
730,juliagisella,,14000000.0,Estados Unidos,524700.0,53100.0,1100.0,http://youtube.com/channel/UCCPsBYxLUykj5xbgOGTRzKQ
731,albert_cancook,,14000000.0,Estados Unidos,6700000.0,459100.0,2500.0,http://youtube.com/channel/UC0NkSnlCOhoODbykzZwpiDw
732,bibotoysrus,"Animación, Juguetes",13900000.0,Unknown,106400.0,0.0,0.0,http://youtube.com/channel/UCqk10y8p4_QVUT9e5LWKkdg
733,adeletsami3286,"Animación, Humor, Juguetes",13900000.0,Francia,8000.0,37.0,0.0,http://youtube.com/channel/UCPalOwaTaSwFS4PANDNv7Zg
734,123GOSpanish,Animación,13900000.0,México,60400.0,547.0,15.0,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA
735,Mythpat,,13900000.0,India,11700000.0,1200000.0,15800.0,http://youtube.com/channel/UCx6F-rETGiz7xf_vkMmX2yQ
736,MaviGadgets,,13900000.0,Estados Unidos,212800.0,4600.0,18.0,http://youtube.com/channel/UCJfNJmcv6LXCDsaa2kB_-7A
737,wesleysafadao,Música y baile,13900000.0,Brasil,162700.0,4600.0,139.0,http://youtube.com/channel/UCciJLMuECsXuOyhA4FO48Sg
738,BBC,"Películas, Animación",13800000.0,Reino Unido,9900.0,226.0,5.0,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w
739,nishamadhulika,Comida y bebida,13800000.0,India,132400.0,3200.0,538.0,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg
740,AdamW,"Animación, Humor",13800000.0,Estados Unidos,2900000.0,98200.0,470.0,http://youtube.com/channel/UC_k6e2PPDUnxEdMJC9Q044g
741,FAPTV,"Animación, Humor",13800000.0,Estados Unidos,75100.0,2300.0,14.0,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA
742,BigTastyAnimations,,13800000.0,Estados Unidos,199900.0,12600.0,27.0,http://youtube.com/channel/UC_1_bb0cj_QVAE4DVXo0mSA
743,jbalvinVEVO,"Música y baile, Películas",13800000.0,Colombia,0.0,0.0,0.0,http://youtube.com/channel/UCrHL_BF5lHyK43BxLU8-vBQ
744,jomyproductionshorts,,13800000.0,India,258800.0,8600.0,30.0,http://youtube.com/channel/UC_cdxikvfl_ntmtW6loibKA
745,jojotvhindi,Música y baile,13800000.0,India,19700.0,499.0,0.0,http://youtube.com/channel/UCAXe-dTMWRcqDdt5pYLwHCA
746,MAIKI021,"Animación, Humor",13800000.0,Brasil,6000.0,754.0,62.0,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA
747,penguinz0,Películas,13800000.0,Estados Unidos,1700000.0,71600.0,4500.0,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg
748,PetsSwag,,13800000.0,Estados Unidos,909900.0,30500.0,286.0,http://youtube.com/channel/UCZ_r5HesKAr9EJInthnPSoA
749,codiscos,Música y baile,13800000.0,Unknown,19500.0,287.0,7.0,http://youtube.com/channel/UCMt4GuchIJh48XJFB3iyXQQ
750,blockbustermovies7960,Vlogs diarios,13800000.0,India,8700.0,174.0,2.0,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw
751,ZeinabHarakeVlogs,Humor,13800000.0,Filipinas,2800000.0,94000.0,3700.0,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA
752,gmanews,Noticias y Política,13800000.0,Filipinas,3400.0,48.0,4.0,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw
753,PlayHard,,13800000.0,Brasil,120000.0,12000.0,85.0,http://youtube.com/channel/UC4IMfO_--bwBaNgWeoLxAgg
754,TypicalGamer,Videojuegos,13800000.0,Estados Unidos,284700.0,7400.0,210.0,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg
755,mymissanand,"Películas, Humor",13700000.0,India,965100.0,17300.0,1000.0,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ
756,WanasahTV1,"Películas, Animación",13700000.0,Unknown,856300.0,3500.0,0.0,http://youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w
757,ladydiana11,"Música y baile, Humor",13700000.0,Rusia,2600000.0,58300.0,3500.0,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ
758,AmaraQueLinda,Vlogs diarios,13600000.0,Colombia,719100.0,59000.0,172.0,http://youtube.com/channel/UChq_qmwRxTMgmggitRTiIEA
759,BUDI01GAMING,"Películas, Animación",13600000.0,Indonesia,625000.0,26000.0,1300.0,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w
760,lunomosik,Videojuegos,13600000.0,Rusia,1400000.0,27500.0,1200.0,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw
761,KidsLineKOYA,"Películas, Humor",13600000.0,Unknown,9300.0,40.0,0.0,http://youtube.com/channel/UCQs-tWGqacJ7vuuJDtXq28w
762,TrakinTech,Noticias y Política,13600000.0,India,418000.0,22800.0,817.0,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g
763,Vogue,Moda,13600000.0,Estados Unidos,114800.0,5700.0,44.0,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA
764,MyMateNate,,13600000.0,Tailandia,1300000.0,30700.0,1100.0,http://youtube.com/channel/UC7rtE7hSTaC8xDf5v_7O1qQ
765,luismendez1405,,13600000.0,México,1000000.0,182000.0,1600.0,http://youtube.com/channel/UCJFbtOu0MKbZOzhJ2fWdnXQ
766,awakeningrecords,Música y baile,13600000.0,Indonesia,15300.0,675.0,35.0,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA
767,TwinsFromRussiaRevega,,13600000.0,Estados Unidos,65200.0,2000.0,13.0,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA
768,onlinejobRk,,13600000.0,India,4300.0,99.0,13.0,http://youtube.com/channel/UCL3IoeeHKzWMxZxhmnmETjw
769,BanderitaX,"Animación, Videojuegos",13600000.0,Arabia Saudita,1200000.0,88200.0,4600.0,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ
770,Anaysa,"Películas, Humor",13600000.0,India,94900.0,4900.0,76.0,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ
771,Painzeiro,Vlogs diarios,13600000.0,Brasil,351800.0,7500.0,319.0,http://youtube.com/channel/UCCnl0HqjHFj6akQZBW81whQ
772,PozziGamer,"Animación, Videojuegos",13600000.0,Rusia,391900.0,15400.0,1000.0,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg
773,ConorMaynard,Música y baile,13600000.0,Estados Unidos,52200.0,2600.0,131.0,http://youtube.com/channel/UCpmD3iT-8TQzRuygIiS9bAw
774,Wengie,Comida y bebida,13600000.0,Estados Unidos,17000.0,1200.0,137.0,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g
775,ryan,Películas,13600000.0,Estados Unidos,7000000.0,222800.0,11500.0,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog
776,Thegeetagurjar,,13500000.0,India,3200000.0,70800.0,57.0,http://youtube.com/channel/UCUL9We-R1aCC3GAe-RvOx5g
777,sportsnationespn,Deportes,13500000.0,Estados Unidos,114000.0,3700.0,39.0,http://youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
778,itsDrRyan,,13500000.0,Estados Unidos,1000000.0,39200.0,634.0,http://youtube.com/channel/UC26FEMwAAjj8jfNbuVdFMBQ
779,MCDivertida,"Música y baile, Películas",13500000.0,Unknown,288700.0,1400.0,0.0,http://youtube.com/channel/UCllJguE1AIxYBmZJ8NUWiHg
780,TechnologyGyan,,13400000.0,India,445400.0,29100.0,1200.0,http://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA
781,MattSDance,"Música y baile, Películas",13400000.0,Estados Unidos,54200.0,2700.0,24.0,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ
782,KabitasKitchen,,13400000.0,India,111000.0,3900.0,156.0,http://youtube.com/channel/UCChqsCRFePrP2X897iQkyAA
783,gags,,13400000.0,Estados Unidos,156900.0,1500.0,38.0,http://youtube.com/channel/UCpsSadsgX_Qk9i6i_bJoUwQ
784,theworldadventureshindi,Vlogs diarios,13400000.0,Unknown,6200.0,342.0,21.0,http://youtube.com/channel/UCr8EWTz_8ljPyE27CiSbsGw
785,SonotekBhakti,Música y baile,13400000.0,India,4400.0,109.0,13.0,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA
786,H2ODelirious,"Animación, Videojuegos",13400000.0,Estados Unidos,153900.0,6600.0,163.0,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw
787,athleanx,"Fitness, Salud y autoayuda",13400000.0,Estados Unidos,340400.0,13000.0,926.0,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A
788,TheInfographicsShow,Educación,13400000.0,Estados Unidos,162500.0,5700.0,232.0,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA
789,theRadBrad,"Animación, Videojuegos",13400000.0,Estados Unidos,76600.0,3200.0,182.0,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA
790,LofiGirl,Humor,13400000.0,Estados Unidos,139000.0,8500.0,132.0,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow
791,KurtHugoSchneider,,13400000.0,Estados Unidos,20600.0,1200.0,72.0,http://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q
792,AzzyLand,Animación,13400000.0,Estados Unidos,115600.0,3600.0,472.0,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw
793,BrawlStars,Animación,13400000.0,Estados Unidos,1500000.0,98400.0,2700.0,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw
794,einerdtv,"Películas, Animación",13400000.0,Brasil,155100.0,22400.0,614.0,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA
795,AlexGonzagaOfficial,"Películas, Humor",13400000.0,Filipinas,1600000.0,36300.0,1100.0,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA
796,PeppaPigPortuguesOficial,"Películas, Animación",13300000.0,Unknown,354800.0,1900.0,0.0,http://youtube.com/channel/UCvD9GB-E4q_TuMpwUtFBhLA
797,VexTrexKidsCartoon,"Películas, Animación",13300000.0,Unknown,21100.0,0.0,0.0,http://youtube.com/channel/UCE_URvMQZgvPqd8rzlFF58A
798,MashaBearUkraine,,13300000.0,Unknown,85400.0,673.0,0.0,http://youtube.com/channel/UCHZcTOQMlcCmONp5Apm6qSQ
799,DJKhaledOfficial,,13300000.0,Estados Unidos,178400.0,4500.0,201.0,http://youtube.com/channel/UC0Kgvj5t_c9EMWpEDWJuR1Q
800,OficialHungria,Música y baile,13300000.0,Brasil,75000.0,7400.0,132.0,http://youtube.com/channel/UCAI8SmRbXgSpP8Zo3xZbxzQ
801,prantoniojunior,Música y baile,13300000.0,Brasil,246300.0,46500.0,5100.0,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA
802,Akon,Música y baile,13200000.0,Brasil,32000.0,1900.0,91.0,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA
803,knowledgetvhindi001,Educación,13200000.0,India,58100.0,2300.0,87.0,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA
804,GuiGe,,13200000.0,India,176700.0,6100.0,9.0,http://youtube.com/channel/UCobCsXaWsPawN22tXWH0cbw
805,MARIANAMIAMORCH,Películas,13200000.0,México,533700.0,32299.999999999996,330.0,http://youtube.com/channel/UCwm_7WWX8mQ1kjSRzAnD0iQ
806,NickPro,Deportes,13200000.0,Estados Unidos,12200000.0,286000.0,245.0,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ
807,RauwAlejandroTv,Música y baile,13200000.0,Perú,219400.0,7300.0,367.0,http://youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg
808,LizaBaez,,13200000.0,México,832800.0,104300.0,840.0,http://youtube.com/channel/UCoWpURVabfgqPUeKljAaEOA
809,klara_tania,"Películas, Animación",13200000.0,Indonesia,834500.0,47500.0,245.0,http://youtube.com/channel/UC4rHBMP2rGPuFk9F-JlGzbQ
810,Caylus,"Animación, Videojuegos",13200000.0,Estados Unidos,477600.0,11800.0,789.0,http://youtube.com/channel/UCVAYy7_zddIx6USjXscV9Vg
811,AlArabiya,Noticias y Política,13200000.0,Marruecos,5000.0,90.0,5.0,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg
812,Davie504,,13200000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCgFvT6pUq9HLOvKBYERzXSQ
813,JesseAndMike,,13200000.0,Estados Unidos,201400.0,3600.0,132.0,http://youtube.com/channel/UCV1JuyDF9Re3HyXFGeqnC7Q
814,redetv,,13200000.0,Brasil,2500.0,90.0,2.0,http://youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w
815,spider-maaaaaaan,,13100000.0,Japón,1900000.0,45000.0,81.0,http://youtube.com/channel/UCP1vrClG-6iGuFq7ls_NBsw
816,CznBurak,Vlogs diarios,13100000.0,Turquía,1400000.0,72500.0,1000.0,http://youtube.com/channel/UCUcfej7lPDoeqTlferD2mcw
817,rupalchoudharytd,,13100000.0,India,279100.0,21000.0,97.0,http://youtube.com/channel/UCk6UfPfvT_zbR4yOk0xyoqA
818,CuteWolfVideos,"Películas, Juguetes",13100000.0,Unknown,53500.0,116.0,0.0,http://youtube.com/channel/UCWGVQIspqW2j9M3-qLQ0HDg
819,TopViralTalentYT,,13000000.0,Estados Unidos,17700.0,283.0,12.0,http://youtube.com/channel/UCDnEa2HC2eeT-cN3pAKnNTw
820,ColeAndSav,Vlogs diarios,13000000.0,Estados Unidos,322100.0,10100.0,0.0,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ
821,gymvirtual,"Fitness, Salud y autoayuda",13000000.0,México,50900.0,1900.0,49.0,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA
822,DuoTiempoDeSol,"Música y baile, Animación",13000000.0,Unknown,47400.0,170.0,0.0,http://youtube.com/channel/UC7S5EdUYwr7r04MrIjtSPNg
823,KiryaKolesnikov,Vlogs diarios,13000000.0,Estados Unidos,54700.0,1900.0,7.0,http://youtube.com/channel/UCb1FVtN2EvxaeoBBMtOXg7g
824,MoniLinaFamily,,13000000.0,India,147300.0,3600.0,13.0,http://youtube.com/channel/UCFwOAy34fL31Im7_udynwvg
825,zeetamil,,13000000.0,India,1200.0,11.0,0.0,http://youtube.com/channel/UC_wIGmvdyAQLtl-U2nHV9rg
826,mariano_razo,,13000000.0,México,5300000.0,399300.0,1100.0,http://youtube.com/channel/UCLYqpLGnCoQfcD7BdDKsSxQ
827,Chustertv,Videojuegos,13000000.0,España,1600000.0,96300.0,296.0,http://youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw
828,francoescamilla,"Películas, Humor",13000000.0,México,560000.0,11800.0,288.0,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA
829,sulgiyang,"ASMR, Comida y bebida",13000000.0,Estados Unidos,557500.0,8600.0,349.0,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA
830,TalkingAngela,Música y baile,13000000.0,Estados Unidos,53000.0,360.0,0.0,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw
831,officialjassrecords,Música y baile,13000000.0,India,12800.0,662.0,7.0,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g
832,bibotoyskor,,12900000.0,Unknown,4300.0,0.0,0.0,http://youtube.com/channel/UCL4r3zHKJpcJ0jEYSbobk1Q
833,HeidiandZidaneEsp,Vlogs diarios,12900000.0,Unknown,61100.0,363.0,0.0,http://youtube.com/channel/UCLVpcJc8LpFclTssfVZ5wGw
834,dianaandromaind5591,,12900000.0,Unknown,222200.0,395.0,0.0,http://youtube.com/channel/UCGRdNfemQ7iXpacd75SE7rA
835,Behindwoodstv,Vlogs diarios,12900000.0,Unknown,13300.0,386.0,2.0,http://youtube.com/channel/UC8md0UEGj7UbjcZtMjBVrgQ
836,dhruvrathee,Noticias y Política,12900000.0,India,6400000.0,328000.0,10000.0,http://youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w
837,TroomTroom_India,,12900000.0,India,21200.0,244.0,5.0,http://youtube.com/channel/UCwP0n9or789Y33-JNNe-tlA
838,watchHitsHD,,12900000.0,India,72300.0,8200.0,41.0,http://youtube.com/channel/UCG_rbseeLwlrNVJg-p4M3rA
839,janesergo,,12900000.0,Estados Unidos,99500.0,2600.0,10.0,http://youtube.com/channel/UCi-zk_MWt0Skdhm4ez_aFZw
840,RobTopGames,,12800000.0,Estados Unidos,2200000.0,217900.0,16000.0,http://youtube.com/channel/UCz_yk8mDSAnxJq0ar66L4sw
841,FreeFireIndiaOfficial,,12800000.0,India,308800.0,25200.0,416.0,http://youtube.com/channel/UC4AB0_ectRryjCF_ugD0U8w
842,FamilyFitnessChannel,,12800000.0,India,318800.0,14400.0,610.0,http://youtube.com/channel/UCvVEcGPPEkn3zSdc-rniGMg
843,EnglishConnectionByKanchan,Educación,12800000.0,India,247400.0,15200.0,279.0,http://youtube.com/channel/UCsUBoYj2kqgj72g6kgzGPMg
844,MrSuicideSheep,,12800000.0,Estados Unidos,39700.0,1900.0,37.0,http://youtube.com/channel/UC5nc_ZtjKW1htCVZVRxlQAQ
845,MundoBita,"Música y baile, Películas",12800000.0,Unknown,152700.0,2700.0,0.0,http://youtube.com/channel/UC0cGVh96osM7yqMu0ENSKKQ
846,GustavoParodiasOficial,,12800000.0,Brasil,168800.0,7700.0,34.0,http://youtube.com/channel/UCvQzqiZc4RXGODrIbSwMseQ
847,NANDO,"Animación, Humor",12800000.0,Colombia,208300.0,13000.0,70.0,http://youtube.com/channel/UCqma_8hr8yOgr37wdUY-E7Q
848,elliegouldingofficial,Música y baile,12800000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ
849,AdexeyNau,Música y baile,12800000.0,México,13100.0,1500.0,62.0,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ
850,NDTV,Noticias y Política,12800000.0,India,1400.0,10.0,1.0,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA
851,piuzinho,"Animación, Humor",12800000.0,Brasil,527100.0,107700.0,3800.0,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw
852,BlossomTV,,12800000.0,Estados Unidos,24800.0,747.0,5.0,http://youtube.com/channel/UC2WuPTt0k8yDJpfenggOAVQ
853,ZeeKids,,12800000.0,Unknown,153700.0,2600.0,0.0,http://youtube.com/channel/UCWKeZvw4iSZVM2qXKZde58A
854,FlowersComedy,Humor,12800000.0,India,101900.0,1000.0,169.0,http://youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg
855,FirstWeFeast,Películas,12800000.0,Estados Unidos,157600.0,5500.0,86.0,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA
856,Morgz,"Películas, Humor",12800000.0,Unknown,1100000.0,31100.0,217.0,http://youtube.com/channel/UCBwSufNse8VMBvQM_rCSvgQ
857,Littleglove,Vlogs diarios,12800000.0,India,1100000.0,61700.0,221.0,http://youtube.com/channel/UC2MRRqb_L2E53UmTaywdhkA
858,MoonbugKids_SingAlongWithMe,Juguetes,12700000.0,Unknown,49000.0,100.0,0.0,http://youtube.com/channel/UCu0tjrzm4_n-9hkYSvlsC8A
859,refugiomental6818,"Películas, Animación",12700000.0,Brasil,107400.0,2700.0,28.0,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg
860,Yair17,"Películas, Animación",12600000.0,México,159800.0,14700.0,411.0,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ
861,NITINFREEFIRE,,12600000.0,India,1500000.0,177800.0,4100.0,http://youtube.com/channel/UCM4GJm2A0-u8baQKlsJrITA
862,MasSKabeche,"Películas, Animación",12600000.0,México,0.0,0.0,0.0,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q
863,WaveMusicBhakti,Música y baile,12600000.0,Unknown,3400.0,52.0,3.0,http://youtube.com/channel/UCjb5iAXrj1D6NjHJYvDGw7w
864,TheDaniRep,"Animación, Videojuegos",12600000.0,México,195500.0,19600.0,95.0,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ
865,parafernalha,"Películas, Humor",12600000.0,Brasil,84900.0,6300.0,55.0,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow
866,TimbaVk,"Animación, Videojuegos",12600000.0,México,414000.0,15200.0,472.0,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA
867,NasDaily,Educación,12600000.0,Estados Unidos,448700.0,19300.0,793.0,http://youtube.com/channel/UCJsUvAqDzczYv2UpFmu4PcA
868,TroomTroom_Indonesia,"Música y baile, Películas",12600000.0,Indonesia,59800.0,509.0,16.0,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA
869,casey,Películas,12600000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
870,bharatzkitchenHINDI,,12600000.0,India,271000.0,4100.0,183.0,http://youtube.com/channel/UCfD08FDOGbzIxCduGKkJ0Xg
871,jtcasey,"Animación, Humor",12600000.0,Estados Unidos,156600.0,7400.0,136.0,http://youtube.com/channel/UCTGOuh9b_Su2k5xEARHCQQA
872,aljazeera,Noticias y Política,12600000.0,Marruecos,7000.0,105.0,14.0,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw
873,WildNOut,"Música y baile, Humor",12600000.0,Estados Unidos,228400.0,8600.0,176.0,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ
874,gibby,,12600000.0,México,174400.0,9500.0,364.0,http://youtube.com/channel/UCY62oxtmOKk5-JLJOXBMWnA
875,BiperYSusAmigos,"Música y baile, Películas",12600000.0,Unknown,155000.0,0.0,0.0,http://youtube.com/channel/UCYslmQ8uJYORVagKOtejwAQ
876,AvrilLavigne,Música y baile,12600000.0,Estados Unidos,53600.0,5700.0,197.0,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA
877,nhstudioz,,12600000.0,India,11500.0,77.0,3.0,http://youtube.com/channel/UCxtwjNPrymSvS4UD_6HgcxQ
878,QuantumTech,Ciencia y tecnología,12600000.0,Estados Unidos,185300.0,2300.0,55.0,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA
879,DisneyChannelUK,"Películas, Humor",12600000.0,Unknown,19000.0,307.0,0.0,http://youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ
880,pocoyo,,12600000.0,Unknown,335000.0,2200.0,0.0,http://youtube.com/channel/UCnB5W_ZJgiDFnklejRGADxw
881,TroomTroom_Pt,Animación,12600000.0,Brasil,43700.0,971.0,14.0,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
882,GoldminesActionMovies,,12600000.0,Unknown,7900.0,139.0,0.0,http://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg
883,redbull,Deportes,12600000.0,Estados Unidos,1400000.0,52300.0,322.0,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA
884,CHHOTUKIMASTI,,12600000.0,India,655600.0,5600.0,84.0,http://youtube.com/channel/UCPNH75wRbz-cO-W8732981A
885,parislifestyle7488,,12600000.0,India,517100.0,5100.0,345.0,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ
886,DRJRecordsspecials,,12600000.0,India,8900.0,46.0,1.0,http://youtube.com/channel/UCc3MkAZEckswe3SzdiVIvgA
887,colinfurze,Videojuegos,12600000.0,Estados Unidos,1500000.0,69600.0,2600.0,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw
888,justinflom,"Películas, Humor",12600000.0,Estados Unidos,791700.0,18100.0,188.0,http://youtube.com/channel/UCb9A6uotqUiuVCvVp4GMqOg
889,PeopleVsFood,Comida y bebida,12600000.0,Estados Unidos,388300.0,14200.0,789.0,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
890,RachitRojha,,12600000.0,India,1600000.0,38600.0,1100.0,http://youtube.com/channel/UCwBlZvRTu3vasTWUE9U5wPw
891,Baby_Jenny,"Películas, Juguetes",12500000.0,Unknown,18600.0,71.0,0.0,http://youtube.com/channel/UCoL0M9swO14BT8u9pTn9MvQ
892,hzhtubekidsfun,"Animación, Juguetes",12500000.0,Unknown,79000.0,1500.0,0.0,http://youtube.com/channel/UCAgx4HcQIYn9lM0rhtIuH9w
893,healthtime6469,Vlogs diarios,12500000.0,India,3300.0,115.0,4.0,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
894,LittleBabyBumEspanol,,12500000.0,Unknown,7200.0,18.0,0.0,http://youtube.com/channel/UCHicabXz9rUMWLcdMqBtbxQ
895,HeroMovies2023,Vlogs diarios,12500000.0,India,7100.0,215.0,2.0,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw
896,CalvinHarrisVEVO,Música y baile,12500000.0,Estados Unidos,71300.0,3500.0,156.0,http://youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw
897,FarjanaDrawingAcademy,,12500000.0,India,387100.0,25100.0,316.0,http://youtube.com/channel/UCd3s7BuoOlu4bRJL6RdGWXw
898,TeremokTV,,12500000.0,Unknown,95400.0,253.0,0.0,http://youtube.com/channel/UCxWkNmkeAL52VTJyBlIJRXw
899,eltrece,Música y baile,12400000.0,Unknown,1500.0,15.0,3.0,http://youtube.com/channel/UC0DM_mHV2u6dj8ig51GkQwg
900,TheKingofRandom,DIY y Life Hacks,12400000.0,Estados Unidos,32700.000000000004,1000.0,86.0,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
901,Vendyyaduwanshi,,12400000.0,India,353000.0,44100.0,74.0,http://youtube.com/channel/UCNLLgtPIKew9vHNVAQmdVGQ
902,ArynewsTvofficial,Noticias y Política,12400000.0,Pakistán,3600.0,75.0,2.0,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg
903,MakeJokeOf,"Películas, Animación",12400000.0,India,7400000.0,343000.0,12000.0,http://youtube.com/channel/UCvgteBQjoaxE0bhFkpu8qAw
904,LOUDgg,,12400000.0,Brasil,310800.0,22300.0,275.0,http://youtube.com/channel/UC7iwNp4GUynlGXvK-6KD0Rw
905,ctctv,"Películas, Animación",12400000.0,Rusia,39900.0,940.0,20.0,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A
906,TalentRecap,"Música y baile, Películas",12400000.0,Estados Unidos,52100.0,544.0,36.0,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ
907,LittleTreehouseNurseryRhymes,"Juguetes, Coches y vehículos",12400000.0,Unknown,104200.0,373.0,0.0,http://youtube.com/channel/UCpzYfBXbEHHQHU2e89jM9Tg
908,scottsreality,,12400000.0,Estados Unidos,9300000.0,199200.0,1600.0,http://youtube.com/channel/UCFXZBGS7J0IDINQc8xtMqCg
